"pclass","age","sex","survived"
"1022","3rd","adult","male",0
"1023","3rd","adult","male",0
"1024","3rd","adult","male",0
"1025","3rd","adult","male",0
"1026","3rd","adult","male",0
"1027","3rd","adult","male",0
"1028","3rd","adult","male",0
"1029","3rd","adult","male",0
"1030","3rd","adult","male",0
"1031","3rd","adult","male",0
"1032","3rd","adult","male",0
"1033","3rd","adult","male",0
"1034","3rd","adult","male",0
"1035","3rd","adult","male",0
"1036","3rd","adult","male",0
"1037","3rd","adult","male",0
"1038","3rd","adult","male",0
"1039","3rd","adult","male",0
"1040","3rd","adult","male",0
"1041","3rd","adult","male",0
"1042","3rd","adult","male",0
"1043","3rd","adult","male",0
"1044","3rd","adult","male",0
"1045","3rd","adult","male",0
"1046","3rd","adult","male",0
"1047","3rd","adult","male",0
"1048","3rd","adult","male",0
"1049","3rd","adult","male",0
"1050","3rd","adult","male",0
"1051","3rd","adult","male",0
"1052","3rd","adult","male",0
"1053","3rd","adult","male",0
"1054","3rd","adult","male",0
"1055","3rd","adult","male",0
"1056","3rd","adult","male",0
"1057","3rd","adult","male",0
"1058","3rd","adult","male",0
"1059","3rd","adult","male",0
"1060","3rd","adult","male",0
"1061","3rd","adult","male",0
"1062","3rd","adult","male",0
"1063","3rd","adult","male",0
"1064","3rd","adult","male",0
"1065","3rd","adult","male",0
"1066","3rd","adult","male",0
"1067","3rd","adult","male",0
"1068","3rd","adult","male",0
"1069","3rd","adult","male",0
"1070","3rd","adult","male",0
"1071","3rd","adult","male",0
"1072","3rd","adult","male",0
"1073","3rd","adult","female",1
"1074","3rd","adult","female",1
"1075","3rd","adult","female",1
"1076","3rd","adult","female",1
"1077","3rd","adult","female",1
"1078","3rd","adult","female",1
"1079","3rd","adult","female",1
"1080","3rd","adult","female",1
"1081","3rd","adult","female",1
"1082","3rd","adult","female",1
"1083","3rd","adult","female",1
"1084","3rd","adult","female",1
"1085","3rd","adult","female",1
"1086","3rd","adult","female",1
"1087","3rd","adult","female",1
"1088","3rd","adult","female",1
"1089","3rd","adult","female",1
"1090","3rd","adult","female",1
"1091","3rd","adult","female",1
"1092","3rd","adult","female",1
"1093","3rd","adult","female",1
"1094","3rd","adult","female",1
"1095","3rd","adult","female",1
"1096","3rd","adult","female",1
"1097","3rd","adult","female",1
"1098","3rd","adult","female",1
"1099","3rd","adult","female",1
"1100","3rd","adult","female",1
"1101","3rd","adult","female",1
"1102","3rd","adult","female",1
"1103","3rd","adult","female",1
"1104","3rd","adult","female",1
"1105","3rd","adult","female",1
"1106","3rd","adult","female",1
"1107","3rd","adult","female",1
"1108","3rd","adult","female",1
"1109","3rd","adult","female",1
"1110","3rd","adult","female",1
"1111","3rd","adult","female",1
"1112","3rd","adult","female",1
"1113","3rd","adult","female",1
"1114","3rd","adult","female",1
"1115","3rd","adult","female",1
"1116","3rd","adult","female",1
"1117","3rd","adult","female",1
"1118","3rd","adult","female",1
"1119","3rd","adult","female",1
"1120","3rd","adult","female",1
"1121","3rd","adult","female",1
"1122","3rd","adult","female",1
"1123","3rd","adult","female",1
"1124","3rd","adult","female",1
"1125","3rd","adult","female",1
"1126","3rd","adult","female",1
"1127","3rd","adult","female",1
"1128","3rd","adult","female",1
"1129","3rd","adult","female",1
"1130","3rd","adult","female",1
"1131","3rd","adult","female",1
"1132","3rd","adult","female",1
"1133","3rd","adult","female",1
"1134","3rd","adult","female",1
"1135","3rd","adult","female",1
"1136","3rd","adult","female",1
"1137","3rd","adult","female",1
"1138","3rd","adult","female",1
"1139","3rd","adult","female",1
"1140","3rd","adult","female",1
"1141","3rd","adult","female",1
"1142","3rd","adult","female",1
"1143","3rd","adult","female",1
"1144","3rd","adult","female",1
"1145","3rd","adult","female",1
"1146","3rd","adult","female",1
"1147","3rd","adult","female",1
"1148","3rd","adult","female",1
"1149","3rd","adult","female",0
"1150","3rd","adult","female",0
"1151","3rd","adult","female",0
"1152","3rd","adult","female",0
"1153","3rd","adult","female",0
"1154","3rd","adult","female",0
"1155","3rd","adult","female",0
"1156","3rd","adult","female",0
"1157","3rd","adult","female",0
"1158","3rd","adult","female",0
"1159","3rd","adult","female",0
"1160","3rd","adult","female",0
"1161","3rd","adult","female",0
"1162","3rd","adult","female",0
"1163","3rd","adult","female",0
"1164","3rd","adult","female",0
"1165","3rd","adult","female",0
"1166","3rd","adult","female",0
"1167","3rd","adult","female",0
"1168","3rd","adult","female",0
"1169","3rd","adult","female",0
"1170","3rd","adult","female",0
"1171","3rd","adult","female",0
"1172","3rd","adult","female",0
"1173","3rd","adult","female",0
"1174","3rd","adult","female",0
"1175","3rd","adult","female",0
"1176","3rd","adult","female",0
"1177","3rd","adult","female",0
"1178","3rd","adult","female",0
"1179","3rd","adult","female",0
"1180","3rd","adult","female",0
"1181","3rd","adult","female",0
"1182","3rd","adult","female",0
"1183","3rd","adult","female",0
"1184","3rd","adult","female",0
"1185","3rd","adult","female",0
"1186","3rd","adult","female",0
"1187","3rd","adult","female",0
"1188","3rd","adult","female",0
"1189","3rd","adult","female",0
"1190","3rd","adult","female",0
"1191","3rd","adult","female",0
"1192","3rd","adult","female",0
"1193","3rd","adult","female",0
"1194","3rd","adult","female",0
"1195","3rd","adult","female",0
"1196","3rd","adult","female",0
"1197","3rd","adult","female",0
"1198","3rd","adult","female",0
"1199","3rd","adult","female",0
"1200","3rd","adult","female",0
"1201","3rd","adult","female",0
"1202","3rd","adult","female",0
"1203","3rd","adult","female",0
"1204","3rd","adult","female",0
"1205","3rd","adult","female",0
"1206","3rd","adult","female",0
"1207","3rd","adult","female",0
"1208","3rd","adult","female",0
"1209","3rd","adult","female",0
"1210","3rd","adult","female",0
"1211","3rd","adult","female",0
"1212","3rd","adult","female",0
"1213","3rd","adult","female",0
"1214","3rd","adult","female",0
"1215","3rd","adult","female",0
"1216","3rd","adult","female",0
"1217","3rd","adult","female",0
"1218","3rd","adult","female",0
"1219","3rd","adult","female",0
"1220","3rd","adult","female",0
"1221","3rd","adult","female",0
"1222","3rd","adult","female",0
"1223","3rd","adult","female",0
"1224","3rd","adult","female",0
"1225","3rd","adult","female",0
"1226","3rd","adult","female",0
"1227","3rd","adult","female",0
"1228","3rd","adult","female",0
"1229","3rd","adult","female",0
"1230","3rd","adult","female",0
"1231","3rd","adult","female",0
"1232","3rd","adult","female",0
"1233","3rd","adult","female",0
"1234","3rd","adult","female",0
"1235","3rd","adult","female",0
"1236","3rd","adult","female",0
"1237","3rd","adult","female",0
"1238","3rd","child","male",1
"1239","3rd","child","male",1
"1240","3rd","child","male",1
"1241","3rd","child","male",1
"1242","3rd","child","male",1
"1243","3rd","child","male",1
"1244","3rd","child","male",1
"1245","3rd","child","male",1
"1246","3rd","child","male",1
"1247","3rd","child","male",1
"1248","3rd","child","male",1
"1249","3rd","child","male",1
"1250","3rd","child","male",1
"1251","3rd","child","male",0
"1252","3rd","child","male",0
"1253","3rd","child","male",0
"1254","3rd","child","male",0
"1255","3rd","child","male",0
"1256","3rd","child","male",0
"1257","3rd","child","male",0
"1258","3rd","child","male",0
"1259","3rd","child","male",0
"1260","3rd","child","male",0
"1261","3rd","child","male",0
"1262","3rd","child","male",0
"1263","3rd","child","male",0
"1264","3rd","child","male",0
"1265","3rd","child","male",0
"1266","3rd","child","male",0
"1267","3rd","child","male",0
"1268","3rd","child","male",0
"1269","3rd","child","male",0
"1270","3rd","child","male",0
"1271","3rd","child","male",0
"1272","3rd","child","male",0
"1273","3rd","child","male",0
"1274","3rd","child","male",0
"1275","3rd","child","male",0
"1276","3rd","child","male",0
"1277","3rd","child","male",0
"1278","3rd","child","male",0
"1279","3rd","child","male",0
"1280","3rd","child","male",0
"1281","3rd","child","male",0
"1282","3rd","child","male",0
"1283","3rd","child","male",0
"1284","3rd","child","male",0
"1285","3rd","child","male",0
"1286","3rd","child","female",1
"1287","3rd","child","female",1
"1288","3rd","child","female",1
"1289","3rd","child","female",1
"1290","3rd","child","female",1
"1291","3rd","child","female",1
"1292","3rd","child","female",1
"1293","3rd","child","female",1
"1294","3rd","child","female",1
"1295","3rd","child","female",1
"1296","3rd","child","female",1
"1297","3rd","child","female",1
"1298","3rd","child","female",1
"1299","3rd","child","female",1
"1300","3rd","child","female",0
"1301","3rd","child","female",0
"1302","3rd","child","female",0
"1303","3rd","child","female",0
"1304","3rd","child","female",0
"1305","3rd","child","female",0
"1306","3rd","child","female",0
"1307","3rd","child","female",0
"1308","3rd","child","female",0
"1309","3rd","child","female",0
"1310","3rd","child","female",0
"1311","3rd","child","female",0
"1312","3rd","child","female",0
"1313","3rd","child","female",0
"1314","3rd","child","female",0
"1315","3rd","child","female",0
"1316","3rd","child","female",0
"1317","crew","adult","male",1
"1318","crew","adult","male",1
"1319","crew","adult","male",1
"1320","crew","adult","male",1
"1321","crew","adult","male",1
"1322","crew","adult","male",1
"1323","crew","adult","male",1
"1324","crew","adult","male",1
"1325","crew","adult","male",1
"1326","crew","adult","male",1
"1327","crew","adult","male",1
"1328","crew","adult","male",1
"1329","crew","adult","male",1
"1330","crew","adult","male",1
"1331","crew","adult","male",1
"1332","crew","adult","male",1
"1333","crew","adult","male",1
"1334","crew","adult","male",1
"1335","crew","adult","male",1
"1336","crew","adult","male",1
"1337","crew","adult","male",1
"1338","crew","adult","male",1
"1339","crew","adult","male",1
"1340","crew","adult","male",1
"1341","crew","adult","male",1
"1342","crew","adult","male",1
"1343","crew","adult","male",1
"1344","crew","adult","male",1
"1345","crew","adult","male",1
"1346","crew","adult","male",1
"1347","crew","adult","male",1
"1348","crew","adult","male",1
"1349","crew","adult","male",1
"1350","crew","adult","male",1
"1351","crew","adult","male",1
"1352","crew","adult","male",1
"1353","crew","adult","male",1
"1354","crew","adult","male",1
"1355","crew","adult","male",1
"1356","crew","adult","male",1
"1357","crew","adult","male",1
"1358","crew","adult","male",1
"1359","crew","adult","male",1
"1360","crew","adult","male",1
"1361","crew","adult","male",1
"1362","crew","adult","male",1
"1363","crew","adult","male",1
"1364","crew","adult","male",1
"1365","crew","adult","male",1
"1366","crew","adult","male",1
"1367","crew","adult","male",1
"1368","crew","adult","male",1
"1369","crew","adult","male",1
"1370","crew","adult","male",1
"1371","crew","adult","male",1
"1372","crew","adult","male",1
"1373","crew","adult","male",1
"1374","crew","adult","male",1
"1375","crew","adult","male",1
"1376","crew","adult","male",1
"1377","crew","adult","male",1
"1378","crew","adult","male",1
"1379","crew","adult","male",1
"1380","crew","adult","male",1
"1381","crew","adult","male",1
"1382","crew","adult","male",1
"1383","crew","adult","male",1
"1384","crew","adult","male",1
"1385","crew","adult","male",1
"1386","crew","adult","male",1
"1387","crew","adult","male",1
"1388","crew","adult","male",1
"1389","crew","adult","male",1
"1390","crew","adult","male",1
"1391","crew","adult","male",1
"1392","crew","adult","male",1
"1393","crew","adult","male",1
"1394","crew","adult","male",1
"1395","crew","adult","male",1
"1396","crew","adult","male",1
"1397","crew","adult","male",1
"1398","crew","adult","male",1
"1399","crew","adult","male",1
"1400","crew","adult","male",1
"1401","crew","adult","male",1
"1402","crew","adult","male",1
"1403","crew","adult","male",1
"1404","crew","adult","male",1
"1405","crew","adult","male",1
"1406","crew","adult","male",1
"1407","crew","adult","male",1
"1408","crew","adult","male",1
"1409","crew","adult","male",1
"1410","crew","adult","male",1
"1411","crew","adult","male",1
"1412","crew","adult","male",1
"1413","crew","adult","male",1
"1414","crew","adult","male",1
"1415","crew","adult","male",1
"1416","crew","adult","male",1
"1417","crew","adult","male",1
"1418","crew","adult","male",1
"1419","crew","adult","male",1
"1420","crew","adult","male",1
"1421","crew","adult","male",1
"1422","crew","adult","male",1
"1423","crew","adult","male",1
"1424","crew","adult","male",1
"1425","crew","adult","male",1
"1426","crew","adult","male",1
"1427","crew","adult","male",1
"1428","crew","adult","male",1
"1429","crew","adult","male",1
"1430","crew","adult","male",1
"1431","crew","adult","male",1
"1432","crew","adult","male",1
"1433","crew","adult","male",1
"1434","crew","adult","male",1
"1435","crew","adult","male",1
"1436","crew","adult","male",1
"1437","crew","adult","male",1
"1438","crew","adult","male",1
"1439","crew","adult","male",1
"1440","crew","adult","male",1
"1441","crew","adult","male",1
"1442","crew","adult","male",1
"1443","crew","adult","male",1
"1444","crew","adult","male",1
"1445","crew","adult","male",1
"1446","crew","adult","male",1
"1447","crew","adult","male",1
"1448","crew","adult","male",1
"1449","crew","adult","male",1
"1450","crew","adult","male",1
"1451","crew","adult","male",1
"1452","crew","adult","male",1
"1453","crew","adult","male",1
"1454","crew","adult","male",1
"1455","crew","adult","male",1
"1456","crew","adult","male",1
"1457","crew","adult","male",1
"1458","crew","adult","male",1
"1459","crew","adult","male",1
"1460","crew","adult","male",1
"1461","crew","adult","male",1
"1462","crew","adult","male",1
"1463","crew","adult","male",1
"1464","crew","adult","male",1
"1465","crew","adult","male",1
"1466","crew","adult","male",1
"1467","crew","adult","male",1
"1468","crew","adult","male",1
"1469","crew","adult","male",1
"1470","crew","adult","male",1
"1471","crew","adult","male",1
"1472","crew","adult","male",1
"1473","crew","adult","male",1
"1474","crew","adult","male",1
"1475","crew","adult","male",1
"1476","crew","adult","male",1
"1477","crew","adult","male",1
"1478","crew","adult","male",1
"1479","crew","adult","male",1
"1480","crew","adult","male",1
"1481","crew","adult","male",1
"1482","crew","adult","male",1
"1483","crew","adult","male",1
"1484","crew","adult","male",1
"1485","crew","adult","male",1
"1486","crew","adult","male",1
"1487","crew","adult","male",1
"1488","crew","adult","male",1
"1489","crew","adult","male",1
"1490","crew","adult","male",1
"1491","crew","adult","male",1
"1492","crew","adult","male",1
"1493","crew","adult","male",1
"1494","crew","adult","male",1
"1495","crew","adult","male",1
"1496","crew","adult","male",1
"1497","crew","adult","male",1
"1498","crew","adult","male",1
"1499","crew","adult","male",1
"1500","crew","adult","male",1
"1501","crew","adult","male",1
"1502","crew","adult","male",1
"1503","crew","adult","male",1
"1504","crew","adult","male",1
"1505","crew","adult","male",1
"1506","crew","adult","male",1
"1507","crew","adult","male",1
"1508","crew","adult","male",1
"1509","crew","adult","male",0
"1510","crew","adult","male",0
"1511","crew","adult","male",0
"1512","crew","adult","male",0
"1513","crew","adult","male",0
"1514","crew","adult","male",0
"1515","crew","adult","male",0
"1516","crew","adult","male",0
"1517","crew","adult","male",0
"1518","crew","adult","male",0
"1519","crew","adult","male",0
"1520","crew","adult","male",0
"1521","crew","adult","male",0
"1522","crew","adult","male",0
"1523","crew","adult","male",0
"1524","crew","adult","male",0
"1525","crew","adult","male",0
"1526","crew","adult","male",0
"1527","crew","adult","male",0
"1528","crew","adult","male",0
"1529","crew","adult","male",0
"1530","crew","adult","male",0
"1531","crew","adult","male",0
"1532","crew","adult","male",0
"1533","crew","adult","male",0
"1534","crew","adult","male",0
"1535","crew","adult","male",0
"1536","crew","adult","male",0
"1537","crew","adult","male",0
"1538","crew","adult","male",0
"1539","crew","adult","male",0
"1540","crew","adult","male",0
"1541","crew","adult","male",0
"1542","crew","adult","male",0
"1543","crew","adult","male",0
"1544","crew","adult","male",0
"1545","crew","adult","male",0
"1546","crew","adult","male",0
"1547","crew","adult","male",0
"1548","crew","adult","male",0
"1549","crew","adult","male",0
"1550","crew","adult","male",0
"1551","crew","adult","male",0
"1552","crew","adult","male",0
"1553","crew","adult","male",0
"1554","crew","adult","male",0
"1555","crew","adult","male",0
"1556","crew","adult","male",0
"1557","crew","adult","male",0
"1558","crew","adult","male",0
"1559","crew","adult","male",0
"1560","crew","adult","male",0
"1561","crew","adult","male",0
"1562","crew","adult","male",0
"1563","crew","adult","male",0
"1564","crew","adult","male",0
"1565","crew","adult","male",0
"1566","crew","adult","male",0
"1567","crew","adult","male",0
"1568","crew","adult","male",0
"1569","crew","adult","male",0
"1570","crew","adult","male",0
"1571","crew","adult","male",0
"1572","crew","adult","male",0
"1573","crew","adult","male",0
"1574","crew","adult","male",0
"1575","crew","adult","male",0
"1576","crew","adult","male",0
"1577","crew","adult","male",0
"1578","crew","adult","male",0
"1579","crew","adult","male",0
"1580","crew","adult","male",0
"1581","crew","adult","male",0
"1582","crew","adult","male",0
"1583","crew","adult","male",0
"1584","crew","adult","male",0
"1585","crew","adult","male",0
"1586","crew","adult","male",0
"1587","crew","adult","male",0
"1588","crew","adult","male",0
"1589","crew","adult","male",0
"1590","crew","adult","male",0
"1591","crew","adult","male",0
"1592","crew","adult","male",0
"1593","crew","adult","male",0
"1594","crew","adult","male",0
"1595","crew","adult","male",0
"1596","crew","adult","male",0
"1597","crew","adult","male",0
"1598","crew","adult","male",0
"1599","crew","adult","male",0
"1600","crew","adult","male",0
"1601","crew","adult","male",0
"1602","crew","adult","male",0
"1603","crew","adult","male",0
"1604","crew","adult","male",0
"1605","crew","adult","male",0
"1606","crew","adult","male",0
"1607","crew","adult","male",0
"1608","crew","adult","male",0
"1609","crew","adult","male",0
"1610","crew","adult","male",0
"1611","crew","adult","male",0
"1612","crew","adult","male",0
"1613","crew","adult","male",0
"1614","crew","adult","male",0
"1615","crew","adult","male",0
"1616","crew","adult","male",0
"1617","crew","adult","male",0
"1618","crew","adult","male",0
"1619","crew","adult","male",0
"1620","crew","adult","male",0
"1621","crew","adult","male",0
"1622","crew","adult","male",0
"1623","crew","adult","male",0
"1624","crew","adult","male",0
"1625","crew","adult","male",0
"1626","crew","adult","male",0
"1627","crew","adult","male",0
"1628","crew","adult","male",0
"1629","crew","adult","male",0
"1630","crew","adult","male",0
"1631","crew","adult","male",0
"1632","crew","adult","male",0
"1633","crew","adult","male",0
"1634","crew","adult","male",0
"1635","crew","adult","male",0
"1636","crew","adult","male",0
"1637","crew","adult","male",0
"1638","crew","adult","male",0
"1639","crew","adult","male",0
"1640","crew","adult","male",0
"1641","crew","adult","male",0
"1642","crew","adult","male",0
"1643","crew","adult","male",0
"1644","crew","adult","male",0
"1645","crew","adult","male",0
"1646","crew","adult","male",0
"1647","crew","adult","male",0
"1648","crew","adult","male",0
"1649","crew","adult","male",0
"1650","crew","adult","male",0
"1651","crew","adult","male",0
"1652","crew","adult","male",0
"1653","crew","adult","male",0
"1654","crew","adult","male",0
"1655","crew","adult","male",0
"1656","crew","adult","male",0
"1657","crew","adult","male",0
"1658","crew","adult","male",0
"1659","crew","adult","male",0
"1660","crew","adult","male",0
"1661","crew","adult","male",0
"1662","crew","adult","male",0
"1663","crew","adult","male",0
"1664","crew","adult","male",0
"1665","crew","adult","male",0
"1666","crew","adult","male",0
"1667","crew","adult","male",0
"1668","crew","adult","male",0
"1669","crew","adult","male",0
"1670","crew","adult","male",0
"1671","crew","adult","male",0
"1672","crew","adult","male",0
"1673","crew","adult","male",0
"1674","crew","adult","male",0
"1675","crew","adult","male",0
"1676","crew","adult","male",0
"1677","crew","adult","male",0
"1678","crew","adult","male",0
"1679","crew","adult","male",0
"1680","crew","adult","male",0
"1681","crew","adult","male",0
"1682","crew","adult","male",0
"1683","crew","adult","male",0
"1684","crew","adult","male",0
"1685","crew","adult","male",0
"1686","crew","adult","male",0
"1687","crew","adult","male",0
"1688","crew","adult","male",0
"1689","crew","adult","male",0
"1690","crew","adult","male",0
"1691","crew","adult","male",0
"1692","crew","adult","male",0
"1693","crew","adult","male",0
"1694","crew","adult","male",0
"1695","crew","adult","male",0
"1696","crew","adult","male",0
"1697","crew","adult","male",0
"1698","crew","adult","male",0
"1699","crew","adult","male",0
"1700","crew","adult","male",0
"1701","crew","adult","male",0
"1702","crew","adult","male",0
"1703","crew","adult","male",0
"1704","crew","adult","male",0
"1705","crew","adult","male",0
"1706","crew","adult","male",0
"1707","crew","adult","male",0
"1708","crew","adult","male",0
"1709","crew","adult","male",0
"1710","crew","adult","male",0
"1711","crew","adult","male",0
"1712","crew","adult","male",0
"1713","crew","adult","male",0
"1714","crew","adult","male",0
"1715","crew","adult","male",0
"1716","crew","adult","male",0
"1717","crew","adult","male",0
"1718","crew","adult","male",0
"1719","crew","adult","male",0
"1720","crew","adult","male",0
"1721","crew","adult","male",0
"1722","crew","adult","male",0
"1723","crew","adult","male",0
"1724","crew","adult","male",0
"1725","crew","adult","male",0
"1726","crew","adult","male",0
"1727","crew","adult","male",0
"1728","crew","adult","male",0
"1729","crew","adult","male",0
"1730","crew","adult","male",0
"1731","crew","adult","male",0
"1732","crew","adult","male",0
"1733","crew","adult","male",0
"1734","crew","adult","male",0
"1735","crew","adult","male",0
"1736","crew","adult","male",0
"1737","crew","adult","male",0
"1738","crew","adult","male",0
"1739","crew","adult","male",0
"1740","crew","adult","male",0
"1741","crew","adult","male",0
"1742","crew","adult","male",0
"1743","crew","adult","male",0
"1744","crew","adult","male",0
"1745","crew","adult","male",0
"1746","crew","adult","male",0
"1747","crew","adult","male",0
"1748","crew","adult","male",0
"1749","crew","adult","male",0
"1750","crew","adult","male",0
"1751","crew","adult","male",0
"1752","crew","adult","male",0
"1753","crew","adult","male",0
"1754","crew","adult","male",0
"1755","crew","adult","male",0
"1756","crew","adult","male",0
"1757","crew","adult","male",0
"1758","crew","adult","male",0
"1759","crew","adult","male",0
"1760","crew","adult","male",0
"1761","crew","adult","male",0
"1762","crew","adult","male",0
"1763","crew","adult","male",0
"1764","crew","adult","male",0
"1765","crew","adult","male",0
"1766","crew","adult","male",0
"1767","crew","adult","male",0
"1768","crew","adult","male",0
"1769","crew","adult","male",0
"1770","crew","adult","male",0
"1771","crew","adult","male",0
"1772","crew","adult","male",0
"1773","crew","adult","male",0
"1774","crew","adult","male",0
"1775","crew","adult","male",0
"1776","crew","adult","male",0
"1777","crew","adult","male",0
"1778","crew","adult","male",0
"1779","crew","adult","male",0
"1780","crew","adult","male",0
"1781","crew","adult","male",0
"1782","crew","adult","male",0
"1783","crew","adult","male",0
"1784","crew","adult","male",0
"1785","crew","adult","male",0
"1786","crew","adult","male",0
"1787","crew","adult","male",0
"1788","crew","adult","male",0
"1789","crew","adult","male",0
"1790","crew","adult","male",0
"1791","crew","adult","male",0
"1792","crew","adult","male",0
"1793","crew","adult","male",0
"1794","crew","adult","male",0
"1795","crew","adult","male",0
"1796","crew","adult","male",0
"1797","crew","adult","male",0
"1798","crew","adult","male",0
"1799","crew","adult","male",0
"1800","crew","adult","male",0
"1801","crew","adult","male",0
"1802","crew","adult","male",0
"1803","crew","adult","male",0
"1804","crew","adult","male",0
"1805","crew","adult","male",0
"1806","crew","adult","male",0
"1807","crew","adult","male",0
"1808","crew","adult","male",0
"1809","crew","adult","male",0
"1810","crew","adult","male",0
"1811","crew","adult","male",0
"1812","crew","adult","male",0
"1813","crew","adult","male",0
"1814","crew","adult","male",0
"1815","crew","adult","male",0
"1816","crew","adult","male",0
"1817","crew","adult","male",0
"1818","crew","adult","male",0
"1819","crew","adult","male",0
"1820","crew","adult","male",0
"1821","crew","adult","male",0
"1822","crew","adult","male",0
"1823","crew","adult","male",0
"1824","crew","adult","male",0
"1825","crew","adult","male",0
"1826","crew","adult","male",0
"1827","crew","adult","male",0
"1828","crew","adult","male",0
"1829","crew","adult","male",0
"1830","crew","adult","male",0
"1831","crew","adult","male",0
"1832","crew","adult","male",0
"1833","crew","adult","male",0
"1834","crew","adult","male",0
"1835","crew","adult","male",0
"1836","crew","adult","male",0
"1837","crew","adult","male",0
"1838","crew","adult","male",0
"1839","crew","adult","male",0
"1840","crew","adult","male",0
"1841","crew","adult","male",0
"1842","crew","adult","male",0
"1843","crew","adult","male",0
"1844","crew","adult","male",0
"1845","crew","adult","male",0
"1846","crew","adult","male",0
"1847","crew","adult","male",0
"1848","crew","adult","male",0
"1849","crew","adult","male",0
"1850","crew","adult","male",0
"1851","crew","adult","male",0
"1852","crew","adult","male",0
"1853","crew","adult","male",0
"1854","crew","adult","male",0
"1855","crew","adult","male",0
"1856","crew","adult","male",0
"1857","crew","adult","male",0
"1858","crew","adult","male",0
"1859","crew","adult","male",0
"1860","crew","adult","male",0
"1861","crew","adult","male",0
"1862","crew","adult","male",0
"1863","crew","adult","male",0
"1864","crew","adult","male",0
"1865","crew","adult","male",0
"1866","crew","adult","male",0
"1867","crew","adult","male",0
"1868","crew","adult","male",0
"1869","crew","adult","male",0
"1870","crew","adult","male",0
"1871","crew","adult","male",0
"1872","crew","adult","male",0
"1873","crew","adult","male",0
"1874","crew","adult","male",0
"1875","crew","adult","male",0
"1876","crew","adult","male",0
"1877","crew","adult","male",0
"1878","crew","adult","male",0
"1879","crew","adult","male",0
"1880","crew","adult","male",0
"1881","crew","adult","male",0
"1882","crew","adult","male",0
"1883","crew","adult","male",0
"1884","crew","adult","male",0
"1885","crew","adult","male",0
"1886","crew","adult","male",0
"1887","crew","adult","male",0
"1888","crew","adult","male",0
"1889","crew","adult","male",0
"1890","crew","adult","male",0
"1891","crew","adult","male",0
"1892","crew","adult","male",0
"1893","crew","adult","male",0
"1894","crew","adult","male",0
"1895","crew","adult","male",0
"1896","crew","adult","male",0
"1897","crew","adult","male",0
"1898","crew","adult","male",0
"1899","crew","adult","male",0
"1900","crew","adult","male",0
"1901","crew","adult","male",0
"1902","crew","adult","male",0
"1903","crew","adult","male",0
"1904","crew","adult","male",0
"1905","crew","adult","male",0
"1906","crew","adult","male",0
"1907","crew","adult","male",0
"1908","crew","adult","male",0
"1909","crew","adult","male",0
"1910","crew","adult","male",0
"1911","crew","adult","male",0
"1912","crew","adult","male",0
"1913","crew","adult","male",0
"1914","crew","adult","male",0
"1915","crew","adult","male",0
"1916","crew","adult","male",0
"1917","crew","adult","male",0
"1918","crew","adult","male",0
"1919","crew","adult","male",0
"1920","crew","adult","male",0
"1921","crew","adult","male",0
"1922","crew","adult","male",0
"1923","crew","adult","male",0
"1924","crew","adult","male",0
"1925","crew","adult","male",0
"1926","crew","adult","male",0
"1927","crew","adult","male",0
"1928","crew","adult","male",0
"1929","crew","adult","male",0
"1930","crew","adult","male",0
"1931","crew","adult","male",0
"1932","crew","adult","male",0
"1933","crew","adult","male",0
"1934","crew","adult","male",0
"1935","crew","adult","male",0
"1936","crew","adult","male",0
"1937","crew","adult","male",0
"1938","crew","adult","male",0
"1939","crew","adult","male",0
"1940","crew","adult","male",0
"1941","crew","adult","male",0
"1942","crew","adult","male",0
"1943","crew","adult","male",0
"1944","crew","adult","male",0
"1945","crew","adult","male",0
"1946","crew","adult","male",0
"1947","crew","adult","male",0
"1948","crew","adult","male",0
"1949","crew","adult","male",0
"1950","crew","adult","male",0
"1951","crew","adult","male",0
"1952","crew","adult","male",0
"1953","crew","adult","male",0
"1954","crew","adult","male",0
"1955","crew","adult","male",0
"1956","crew","adult","male",0
"1957","crew","adult","male",0
"1958","crew","adult","male",0
"1959","crew","adult","male",0
"1960","crew","adult","male",0
"1961","crew","adult","male",0
"1962","crew","adult","male",0
"1963","crew","adult","male",0
"1964","crew","adult","male",0
"1965","crew","adult","male",0
"1966","crew","adult","male",0
"1967","crew","adult","male",0
"1968","crew","adult","male",0
"1969","crew","adult","male",0
"1970","crew","adult","male",0
"1971","crew","adult","male",0
"1972","crew","adult","male",0
"1973","crew","adult","male",0
"1974","crew","adult","male",0
"1975","crew","adult","male",0
"1976","crew","adult","male",0
"1977","crew","adult","male",0
"1978","crew","adult","male",0
"1979","crew","adult","male",0
"1980","crew","adult","male",0
"1981","crew","adult","male",0
"1982","crew","adult","male",0
"1983","crew","adult","male",0
"1984","crew","adult","male",0
"1985","crew","adult","male",0
"1986","crew","adult","male",0
"1987","crew","adult","male",0
"1988","crew","adult","male",0
"1989","crew","adult","male",0
"1990","crew","adult","male",0
"1991","crew","adult","male",0
"1992","crew","adult","male",0
"1993","crew","adult","male",0
"1994","crew","adult","male",0
"1995","crew","adult","male",0
"1996","crew","adult","male",0
"1997","crew","adult","male",0
"1998","crew","adult","male",0
"1999","crew","adult","male",0
"2000","crew","adult","male",0
"2001","crew","adult","male",0
"2002","crew","adult","male",0
"2003","crew","adult","male",0
"2004","crew","adult","male",0
